details_id,Role,Industry Type,Department,Employment Type,Role Category,description,skills_required
1862,Project Manager - Manufacturing,IT Services & Consulting,Project & Program Management,Full Time Permanent,Construction / Manufacturing,"Responsible for Integrated Project people management,Review monitoring the delivery excellence aspects of the project.,Support in Project analysis, manage risk, identify and influence necessary course corrections, creatively solve problem.,Responsible for Quality KPI of the project.,Managing customer requirements proposal support Guide mentor team members.,Maintain the Project health progress with respect to project success, Team management (delivery plan, resource plan, initiatives, issues escalations).,Compliance to Quality Management System, Customer Methods Process during the course of Project,Effectively manage the project (planning tracking) including Resource allocation optimization (people infrastructure).,Adhering to Quest policies processes.","Engineering services,Visual Basic,Team management,Aerospace,QMS,Project management,Resource allocation,Project planning,Monitoring,Quest"
1863,Stores & Material Management - Other,IT Services & Consulting,Procurement & Supply Chain,Full Time Permanent,Stores & Material Management,"Material Cataloguing / Review and provide recommendation wherever required.,Prepare Bill of Material for Oil and Gas Equipment,Prepare Asset Register.,Deliver the task on time with Quality.","Material management,Procurement,Engineering services,SAP MM module,Spare parts,Cataloguing,Manager Technology,MS Office,Quest,CMMS"
1864,Teaching & Training - Other,Aviation,Teaching & Training,Full Time Permanent,Teaching & Training - Other,"A Simulator Instructor (SI) is responsible for training students how to fly in a variety of settings using methods from approved courseware that include simulators and Procedure Trainers. SI develops curricula, instruct students in a classroom setting, conduct training flights in the simulator, determine student proficiency, report on student progress and develop new teaching methods.,They are responsible for training students in subjects such as aircraft systems, operating procedures, handling emergencies, problem analysis, aircraft navigation, radio operation, etc.,Responsible for the delivery of training primarily in a flight simulator/procedure trainer but also when required in ground school, in accordance with the appropriate regulatory and customer requirements.","Training,MS Office suite,Analytical skills,Administration,Basic,Usage,Skill development,Instructor,IT skills,MCC"
1865,Software Development - Other,IT Services & Consulting,Engineering - Software & QA,Full Time Permanent,Software Development,"Drives the execution of multiple business plans and projects by identifying customer and operational needs; developing and communicating business plans and priorities; removing barriers and obstacles that impact performance; providing resources; identifying performance standards; measuring progress and adjusting performance accordingly; developing contingency plans; and demonstrating adaptability and supporting continuous learning,Provides supervision and development opportunities for associates by selecting and training; mentoring; assigning duties; building a team-based work environment; establishing performance expectations and conducting regular performance evaluations; providing recognition and rewards; coaching for success and improvement; and ensuring diversity awareness,Promotes and supports company policies, procedures, mission, values, and standards of ethics and integrity by training and providing direction to others in their use and application; ensuring compliance with them; and utilizing and supporting the Open Door Policy,Ensures business needs are being met by evaluating the ongoing effectiveness of current plans, programs, and initiatives; consulting with business partners, managers, co-workers, or other key stakeholders; soliciting, evaluating, and applying suggestions for improving efficiency and cost-effectiveness; and participating in and supporting community outreach events","Cloud computing,data science,Enterprise architecture,Consulting,Machine learning,Resource allocation,Manager Technology,SEZ,Customer service,Python"
1867,Software Development - Other,IT Services & Consulting,Engineering - Software & QA,Full Time Permanent,Software Development,"Drives the execution of multiple business plans and projects by identifying customer and operational needs; developing and communicating business plans and priorities; removing barriers and obstacles that impact performance; providing resources; identifying performance standards; measuring progress and adjusting performance accordingly; developing contingency plans; and demonstrating adaptability and supporting continuous learning,Provides supervision and development opportunities for associates by selecting and training; mentoring; assigning duties; building a team-based work environment; establishing performance expectations and conducting regular performance evaluations; providing recognition and rewards; coaching for success and improvement; and ensuring diversity awareness,Promotes and supports company policies, procedures, mission, values, and standards of ethics and integrity by training and providing direction to others in their use and application; ensuring compliance with them; and utilizing and supporting the Open Door Policy,Ensures business needs are being met by evaluating the ongoing effectiveness of current plans, programs, and initiatives; consulting with business partners, managers, co-workers, or other key stakeholders; soliciting, evaluating, and applying suggestions for improving efficiency and cost-effectiveness; and participating in and supporting community outreach events","Computer science,parking,Training,Usage,Compliance,Consulting,SEZ,Operations,Cost,Supervision"
1868,Software Development - Other,IT Services & Consulting,Engineering - Software & QA,Full Time Permanent,Software Development,"Demonstrates up-to-date expertise and applies this to the development, execution, and improvement of action plans by providing expert advice and guidance to others in the application of information and best practices; supporting and aligning efforts to meet customer and business needs; and building commitment for perspectives and rationales,Provides and supports the implementation of business solutions by building relationships and partnerships with key stakeholders; identifying business needs; determining and carrying out necessary processes and practices; monitoring progress and results; recognizing and capitalizing on improvement opportunities; and adapting to competing demands, organizational changes, and new responsibilities,Models compliance with company policies and procedures and supports company mission, values, and standards of ethics and integrity by incorporating these into the development and implementation of business plans; using the Open Door Policy; and demonstrating and assisting others with how to apply these in executing business processes and practice","Retail,Root cause analysis,Networking,Configuration management,SEZ,Data structures,Open source,Information technology,Object oriented programming,Monitoring"
1869,UX Design & Architecture - Other,IT Services & Consulting,UX Design & Architecture,Full Time Permanent,Other Design,"Drives the execution of multiple business plans and projects by identifying customer and operational needs; developing and communicating business plans and priorities; removing barriers and obstacles that impact performance; providing resources; identifying performance standards; measuring progress and adjusting performance accordingly; developing contingency plans; and demonstrating adaptability and supporting continuous learning,Provides supervision and development opportunities for associates by selecting and training; mentoring; assigning duties; building a team-based work environment; establishing performance expectations and conducting regular performance evaluations; providing recognition and rewards; coaching for success and improvement; and ensuring diversity awareness,Promotes and supports company policies, procedures, mission, values, and standards of ethics and integrity by training and providing direction to others in their use and application; ensuring compliance with them; and utilizing and supporting the Open Door Policy,Ensures business needs are being met by evaluating the ongoing effectiveness of current plans, programs, and initiatives; consulting with business partners, managers, co-workers, or other key stakeholders; soliciting, evaluating, and applying suggestions for improving efficiency and cost-effectiveness; and participating in and supporting community outreach events","Supply chain,Computer science,Graphic designing,Consulting,Healthcare,SEZ,Product design,Information technology,Logistics,Visual Design"
1870,Data Scientist,IT Services & Consulting,Data Science & Analytics,Full Time Permanent,Data Science & Machine Learning,"DXC Analytics is looking for a senior data scientist with experience in NLP, Computer Vision and diverse ML Algorithms and is keen to expand their knowledge,As a part of DXC Analytics, you will have an opportunity to work with a team of talented data scientists and solve some of the real-world AI/ML Use cases,You will be working at a fast-paced environment to build rapid prototypes using state-of-the-art machine learning and NLP techniques and eventually productionize/operationalize them","Computer vision,GCP,Machine learning,Cloud,Deployment,Management,AWS,Monitoring,Analytics,Python"
1871,Database Administrator,IT Services & Consulting,Engineering - Software & QA,Full Time Permanent,DBA / Data warehousing,"5+ years of hands-on experience in Informatica B2B tool administration tools, including Power Center, Data transformation, B2B DX Console, Informatica MFT, and Informatica ILM.,Experience configuring security domains and Scheduling Synchronization of the users/group with Native LDAP directory service.,Experience in Analysing and applying patches, hotfixes, upgrades, and Informatica product enhancements.,Experience in Managing backup, restore, and disaster recovery processes and procedures for all Informatica domains and deployments of code through non-production and production environments.,Experience creating and managing a B2B data exchange scheduler and archiving B2B data exchange events.,Experience in Monitoring load and performance of the overall environment and providing solutions to performance glitches in the system.,Experience in maintaining MFT projects, encryption keys, and managing services.","Administration,B2B,LDAP,Disaster recovery,Scheduling,Archiving,Informatica,Management,Monitoring"
1872,Administration - Other,IT Services & Consulting,Administration & Facilities,Full Time Permanent,Administration,"5+ years of overall experience working on any cloud technology.,2+ years of integration experience with Moogsoft AIOps Platform,In-depth experience supporting Moogsoft AIOps platform,The position requires scripting to automate deployments with,Monitoring and Event management solutions, ensuring 24/7 visibility of critical applications and service portfolio,Enhance Moogsoft adoption, implement automated onboarding strategies, improve self-service capabilities, etc. all with a metric based focus to show the value add,Work with customers and other stakeholders to drive results to implement correlation, visualizations, reports and dashboards,Utilize scripting abilities to improve current processes focusing on automation; Expert level scripting (reporting, API integration with other monitoring tools, automation, etc.),Create and maintain documentation specific to Moogsoft platform adoption, self-service capabilities, etc and keep abreast of overall IT initiatives as they affect Moogsoft and Cloud Monitoring,Keep up to date on latest technology trends and developments to drive cloud monitoring strategy Required.,Define and maintain deduplication and correlation rules.,Development of deduplication and correlation rules through code and proper version control of the same,Implementation of deduplication and correlation rules through azure devops pipelines,Define and maintain the webhooks for SNOW integration for create incident.,Act as the single SPOC for all queries related to Moogsoft functionalities.,Own the interaction and actions with Moogsoft vendor.,Create SNOW incidents on pre-defined KPIs (metrics etc) Validate incident generated on SNOW.,Capture payload information.,Responsible for risk, issues mitigation plans and execution.,Manage integrations with SNOW in collaboration with Philips SNOW, ELK and Grafana leads.","Administration,Automation,Version control,Monitoring tools,Event management,devops,Manager Technology,Vendor,ODC,Scripting"
1873,DBA / Data warehousing - Other,Telecom / ISP,Engineering - Software & QA,Full Time Permanent,DBA / Data warehousing,"As a Data Management Analyst, you value and steward strong governance, architecture and data exchange,You play an important role in supporting the implementation of effective data management strategies to ensure that Telstra s data is accessible, better understood, managed and organised which maximise business and customer outcomes","remediation,Data migration,Concept design,data governance,Data quality,data management analyst,Management,Stakeholder management,Reporting tools,Salesforce"
1874,Product Manager - Other,IT Services & Consulting,Product Management,Full Time Permanent,Product Management - Other,"You'll be working closely with the Zeta leadership, data platform team & Plutus product team to build products that bring business intelligence.","Product management,Loans,System design,Manager II,Oracle,Business intelligence,Analytics,Business operations,Core banking"
1875,Site Reliability Engineer,Financial Services,Engineering - Software & QA,Full Time Permanent,DevOps,"As a Site Reliability Engineer, you will collaborate closely with our engineering and operations teams to design, implement, and maintain systems that are robust, scalable, and highly available,Your primary focus will be on enhancing our systems performance, monitoring, and incident response capabilities to minimize downtime and provide a seamless user experience,You will have the opportunity to work on complex challenges and utilize cutting-edge tools and technologies to drive automation and efficiency","System architecture,Automation,Version control,GIT,Information technology,Monitoring,Financial services,Python,Capacity planning"
1876,Blockchain Quality Assurance Engineer,IT Services & Consulting,Engineering - Software & QA,Full Time Permanent,Quality Assurance and Testing,"Exposure and understanding of any other programming languages (together with C++) like C# or Java would be a definite plus.,Working experience in Payment-card industry, Card-brands (VISA, Master, Discover, Amex..) , Payment acquirers, knowledge of security and encryptions aspects.,Knowledge of Verifone OS, Verifone payment devices, EMV will be a huge advantage,Knowledge of PCI, EMV and EMV certification related aspects - will definitely add weight.,Knowledge of Webservices (Rest, SOAP), tools related to webservice interfacing.,Willingness to learn new domains, going extra mile with a positive attitude is a must.","C++,Linux,USB,Debugging,Data structures,Application development,Windows,Firmware,Release management,SDLC"
1877,Customer Retention - Non Voice,Real Estate,Customer Success Service & Operations,Full Time Permanent,Non Voice,"Basic Knowledge about Foreclosure process,Strong communication skills and Good interpersonal skills with an ability to understand the customer s problem and solving them,Obtaining all the required Pre-Foreclosure notices and verifying the validity of the documents.,Researching the title search documents obtained from county office records provided by searcher (Title Abstracter) to ensure that the property and the title does not have any issues in order to proceed with the foreclosure.,Reviewing the borrower details in order to determine whether the borrower is falling under any state regulated protections which in turn will have an effect on the Foreclosure.,Ensuring regular compliance testing or auditing on internal mortgage processes","Interpersonal skills,Compliance,Mortgage,Research,Auditing,Testing"
1878,IT Project Lead,IT Services & Consulting,Project & Program Management,Full Time Permanent,Technology / IT,"Assist project managers in developing resource report, portfolio, program and project metrics so they are visible, accurate, timely and can be understood by people at all levels of the organization,Responsible for Project planning & tracking, in terms of scope, resources & budget (work plan, project Dashboard, plan vs. actual, invoice life cycle etc...),Promote efficiency and improvement to processes","Business services,Reinsurance,Claims,Illustration,Underwriting,Billing,Project planning,MS Office,Business intelligence,Financial services"
1879,Pastry Chef,Travel & Tourism,Food Beverage & Hospitality,Full Time Permanent,Kitchen / F&B Production,The Jr. Sous Chef will manage and lead the team to ensure smooth running culinary operation and maximize the level of standard in the hotel s kitchen.,"Training,Hospitality,Chef De Partie,HACCP,Costing,guest satisfaction,Management,Executive Chef,Monitoring"
1880,Security Auditor,FinTech / Payments,IT & Information Security,Full Time Permanent,IT Security,"Risk Assessment:   Perform comprehensive risk assessments for our mobile & web applications, prioritising vulnerabilities and security risks and driving effective mitigation/remediation strategies. Evaluate risks based on their potential impact, likelihood, and business context, and provide actionable and time-bound recommendations for mitigation.,Vulnerability Management:   Maintain Vulnerability Management Lifecycle as per organisation standards with reference to industry standards and practices. Analyse scan results, prioritise vulnerabilities based on risk and collaborate with development teams to coordinate timely remediation efforts.,Mitigation Strategies:   Collaborate closely with development teams to define and implement effective mitigation strategies for identified vulnerabilities. Assist in the design and implementation of secure coding practices and application security controls.,Security Awareness:   Provide guidance and training to development teams on risk assessment methodologies, vulnerability management best practices, and secure coding principles. Promote a culture of security awareness and proactive risk management.,Reporting and Documentation:   Maintain detailed records of risk assessments, vulnerability assessments, and mitigation efforts. Generate clear and concise reports and documentation for stakeholders, including management, development teams, and auditors.,Collaboration:   Work collaboratively with cross-functional teams, including developers, quality assurance engineers, and IT personnel, to ensure that security considerations are integrated throughout the software development lifecycle.,Continuous Improvement:   Stay informed about emerging security threats, vulnerabilities, and industry trends. Identify opportunities to enhance vulnerability management processes and risk assessment methodologies.","Computer science,Manager Quality Assurance,Cisa,Coding,Information security,ISO 27001,Application security,Risk management,Financial services,Penetration testing"
1881,Test Analyst,IT Services & Consulting,Engineering - Software & QA,Full Time Permanent,Quality Assurance and Testing,"Makes technology choices at individual level and has ability to analyze impact.,Applies principles of SDLC and methodologies like Lean/Agile/XP, CI, Software and Product Security, Scalability, Documentation Practices, refactoring and Testing Techniques.,Expert in core data structures and algorithms. Integrates project testing with continuous integration process.,Works with fellow team members to diagnose bugs and formulate solutions. Demonstrates the ability to understand, debug and contribute to code base.,Demonstrates the ability to drive team change for the betterment of the product quality.,Provides expertise in the quality engineering, test planning and testing methodology for a software project.,Provide mentorship to junior level engineers and help them grow to the next level.,Develops and executes maintainable automation tests for acceptance, functional, and regression test cases.","Unix,Automation,Linux,Javascript,Data structures,HTTP,Windows,Selenium,SDLC,Testing"
1882,Quality Assurance and Testing - Other,IT Services & Consulting,Engineering - Software & QA,Full Time Permanent,Quality Assurance and Testing,"Makes technology choices at individual level and has ability to analyze impact.,Applies principles of SDLC and methodologies like Lean/Agile/XP, CI, Software and Product Security, Scalability, Documentation Practices, refactoring and Testing Techniques.,Expert in core data structures and algorithms. Integrates project testing with continuous integration process.,Works with fellow team members to diagnose bugs and formulate solutions. Demonstrates the ability to understand, debug and contribute to code base.,Demonstrates the ability to drive team change for the betterment of the product quality.,Provides expertise in the quality engineering, test planning and testing methodology for a software project.,Provide mentorship to junior level engineers and help them grow to the next level.,Develops and executes maintainable automation tests for acceptance, functional, and regression test cases.","Unix,Automation,Linux,Javascript,Data structures,HTTP,Windows,Selenium,SDLC,Testing"
1883,Software Development - Other,Defence & Aerospace,Engineering - Software & QA,Full Time Permanent,Software Development,"Bachelor Degree or Master Degree in Electronics and Communication Engineering, Computer Science, Aerospace Engineering or equivalent degree,Masters in Computer Application,Proficiency in understanding the system software for complex embedded system","Hsit,Do-178"
1884,Procurement / Purchase Manager,FMCG,Procurement & Supply Chain,Full Time Permanent,Procurement & Purchase,"End to end responsible for Procurement of indirect material, supplies, services (Capex, Civil, Fabrication, AC repairing, Electrical, carpentry, plumbing, painting work and other maintenance work) also knowledge to make it easy through ARC, agreement.,Streamline the Process of Facility management as per guidelines and statutory requirements. Strategic Sourcing including marketplace knowledge, category expertise, negotiation skills, data analytics, and Internal customer & supplier partnership management. Candidate should have good knowledge in managing the sourcing process, reviewing contracts and possess acquaintances with local regulations & taxes.,Key Knowledge in employee transport, unionised manpower and plant operation & maintenance. Candidates should have deep control and ownership on all key activities.  The candidate should be capable of independently handling end-to-end sourcing process and related contracts. Minimum experience of three to four years.","Indirect Procurement,Indirect Purchase,Construction,fabrication,Transportation,civil,services"
1885,Logistics Manager,FMCG,Procurement & Supply Chain,Full Time Permanent,SCM & Logistics,"fleet,logistics management,supply chain,warehouse operations,logistics operations,logistics,transportation,operations,shipping,transport operations,transport management,supply chain management,fleet management,outbound logistics,last mile,general administration,Management,Outbound,Transportation Operations","inbound logistics,Vehicle Management,Freight Management,Logistics Management,Transport Management,Transport Operations"
1886,Insurance Operations Executive,BPO / Call Centre,BFSI Investments & Trading,Full Time Permanent,General Insurance,"Loss Mitigation,quality testing,Loan Servicing,Cash Management,us mortgage,risk management,Team Handling,Escrow,Investor Reporting,Loan Processing,Customer Service Operations,default servicing,Reporting,Service operations","time management,consulting,customer service,policies,loan origination,environment,underwriting,people management skills,mortgage,operations,team leading,us residential mortgage,management,compliance,origination,us mortgage,pre underwriting,ms office"
1887,Associate Nurse Unit Manager,Medical Devices & Equipment,Healthcare & Life Sciences,Full Time Permanent,Nursing,"About us,Careers,Employer home,Sitemap","health education,medical,ventilation,emergency,nursing,gnm nursing,healthcare,dressing,ccu,midwifery,medic activities,surgical,first aid,icu,hospital,casualty,nicu,public health,opd,health care services,gnm,health,patient care,operation theatre,pediatrics,iccu,cardiac"
1888,Associate Nurse Unit Manager,IT Services & Consulting,Healthcare & Life Sciences,Full Time Permanent,Nursing,"The Staff Nurse is responsible for providing direct patient care and is responsible for assessing, planning, implementing, and evaluating patients who are in their home or clinical setting.","medical,administration,microbiology,critical care,nursing,infection control,medicine,medication administration,nabh,hospital administration,patient care,healthcare,medical microbiology,home care,hospital management,quality management,personal care,hospital"
1890,Voice / Blended - Other,IT Services & Consulting,Customer Success Service & Operations,Full Time Permanent,Voice / Blended,"international bpo,customer care,International Voice Process,Customer Service,Semi Voice,Voice Process,International voice,International,SEM","International Voice Process,International Call Center,US Sales,US Process,Australian Process,Australian,Technical Support,Technical Voice Process,International Process,International Voice,Us Voice Process,International BPO,UK Process,International Calling"
1891,BD / Pre Sales - Other,Engineering & Construction,Sales & Business Development,Full Time Permanent,BD / Pre Sales,"Proactively develops and creates customer relationships in his/her area of responsibility,Accountable for developing KONE position in his/her customer base or market area,Creates and communicates leads and sales opportunities for entire KONE sales team (e.g. cross-selling),Ensures customer satisfaction and solving complaints with the rest of KONE team,Documents the customer and contact information, maintains customer data","sales,project sales,Sales Engineer,tendering,Industrial Sales,Construction Equipment,Lifts,Elevators,building material,field sales,solution selling,value selling,Capital Equipments,direct sales"
1892,Automation Test Engineer,IT Services & Consulting,Engineering - Software & QA,Full Time Permanent,Quality Assurance and Testing,"Design, develop, and implement Hardware-in-the-Loop (HIL) test solutions using Dspace / NI Labview,Collaborate with cross-functional teams to define test requirements and specifications.,Configure and integrate Dspace hardware and software components for HIL testing.,Develop and maintain test scripts using ControlDesk or AutomationDesk.,Conduct validation and verification of control algorithms and system functionalities.,Troubleshoot and debug hardware and software issues related to HIL systems.,Ensure compliance with industry standards and best practices in HIL testing.,Create and maintain documentation including test plans, reports, and procedures.","Hardware In Loop,Automation Desk,NI LabVIEW,DSpace,Control Desk,Hil Testing"
1893,Other,Telecom / ISP,Other,Full Time Permanent,Other,"About us,Careers,Employer home,Sitemap","escalations,service,Collection Efficiency,Upsell,Cross Selling"
1894,Quality Assurance - Other,Food Processing,Quality Assurance,Full Time Permanent,Quality Assurance - Other,"To conduct Divisional Quality Audit of Own      Factories of ITC and Contract Manufacturing units, reviewing of CAPA and      ensuring timely closure of key audit observations, guiding factory team on      effective closure of the points.,Reduction in the incidences of rejection      on key raw material by conducting detailed Food safety and Quality      Assessment of RM suppliers for the chronic defects.,Accountable for Consumer complaints      reviews and effectiveness of its root cause analysis by continuous interaction      with factory team.,Drive Quality culture programs &      Engagement initiatives for creating Food Safety culture in the organization.,Develop and update Food Safety &      Quality policies, procedures, and guidelines in accordance with regulatory      requirements. Ensure that all policies are effectively communicated and      adhered to across the organization.,Stay updated with relevant regulations      and industry standards related to Food Safety and Quality. Ensure that the      factory operations adhere to all applicable laws and guidelines.,Organize training programs to educate Factory      team on quality standards, procedures, and best practices. Facilitate      skill development to enhance the quality-related capabilities of the factory      team.,Internal & External benchmarking by      participating in various Competitions related to Food Safety.,Guiding projects and operation team of      new upcoming factories for effective implementation of Food Safety and      Quality standards as well as Hygienic Design of Food Factories.","Food Safety,Auditing,Communication Skills,Negotiation,Quality Systems,Leadership Skills"
1896,IT & Information Security - Other,IT Services & Consulting,IT & Information Security,Full Time Permanent,IT & Information Security - Other,"Migration mapping & transformation implementation using ETL tool,Develop reconciliation process,Test scenarios preparation,Provide migration execution reports,Functional and technical support of the different testing phases (ST, mock ups, dress rehearsal etc.)","Talend Etl,Talend"
1897,Enterprise & B2B Sales - Other,Furniture & Furnishing,Sales & Business Development,Full Time Permanent,Enterprise & B2B Sales,"Field Sales,Channel Sales,FMCG Sales,Business Development,Sales Management,Dealer Sales,Customer Order,Project Sales,Order fulfillment,Project","Business Development,Territory Sales,Market Analysis,TSI,Market Research,Distributor Handling"
1898,Aircraft Maintenance Engineer,Accounting / Auditing,Aviation & Aerospace,Full Time Permanent,Aviation Engineering,"RF summary of existing structural parts,,Analysis tool and methods of existing sizing (failure-instability modes, diagonal tension panel coef., shear resistant panels, access panels stiffnes efectivity etc.),CG, mass distribution, inertia of aircraft,Aerodynamics, inertial, cabin pressure, decompression, abuse loads.,Validated Aircraft Global FEM","structural engineering,structural analysis,Aircraft Structures,fem"
1899,IT & Information Security - Other,Software Product,IT & Information Security,Full Time Permanent,IT & Information Security - Other,"Maven,RDBMS,Postgresql,MySQL,Debugging,spring boot,Rest,NoSQL,Spring Boot Application Developer,Integration testing,WSDL,SOAP,Integration,Development","angular,java,Spring Boot,Node.Js,aws,Aaap,multithreading,React.Js,aws lambda"
1900,Back End Developer,IT Services & Consulting,Engineering - Software & QA,Full Time Permanent,Software Development,"Hands-on experience on Embedded SW design and development,Hands-on experience on Embedded C++ (11,14 and 17 standards),Work experience on Linux Internals ( thread, multithreading, IPC ),Experience RTOS - Linux or QNX or any Embedded OS, YOCTO,Experience on Automotive protocols - CAN, Automotive Ethernet, Diagnostics, AUTOSAR,Knowledge in Modem SW, GPS/GNSS, Bluetooth - BLE,Experience in  Vector tool chain Ex: GENy, Candela Studio, DaVinci Configurator Pro,Unit Test   Framework - preferably Google tests,Experience in Scaled AGILE Framework","Embedded C++,Multithreading,IPC,Linux Internals,AUTOSAR,Linux Device Drivers"
1901,Mobile / App Developer,Software Product,Engineering - Software & QA,Full Time Permanent,Software Development,"Strong knowledge of Android SDK.,Android SDK strong understanding,Proficient in Kotlin, Coroutines, Flow, Stats,Google maps Navigation,Knowledge of JavaScript, Node JS,MVVM, Binding, Android jetpack components,Experience with offline storage, threading, and performance tuning.,Knowledge about Android's Bluetooth services,Knowledge of the open-source Android ecosystem and the libraries available for common tasks,Familiarity with cloud message APIs and push notifications,Understanding of Googles Android design principles and interface guidelines,Proficient understanding of code versioning tools, such as Git","java,Kotlin,mvvm,android"
1902,Warehouse Executive,Miscellaneous,Procurement & Supply Chain,Full Time Permanent,SCM & Logistics,"inward,warehouse,outward,GRN,ewaybill,inventory,Stores,E Way Bill","ms office,Warehouse,dispatch,Store Keeping,Inward,warehouse operations"
1903,Research & Development - Other,Automobile (Electric Vehicle (EV)),Research & Development,Full Time Permanent,Research & Development - Other,"Experience in modelling, simulation and Programming in engineering software (Matlab,   Simulink, targetlink, stateflow, m-scripting),8 years of experience in SW development,Experience in Embedded C and functional development,Knowledge in communication protocols eg: CAN, LIN, UDS, J1939,Experience in Fault handling for different automotive applications and components.,Diagnostic stack know how in Autosar-UDS services and its sub-functions, DTCs, DIDs, routines, calibration etc.,Experience in XIL (SIL, MIL and HIL development) for automotive area.,Good to have Domain knowledge- EV Architecture / Powertrain Functionality, distributed embedded controls software architecture,Good to have Knowledge of CAN analysis tools such as CANape, CANoe, CANAlyzer, etc.,Good to have Overview of Autosar,Good to have exposure in JIRA and vehicle testing,Knowledge on sensors, actuators, automotive electric systems and engine components","CAN,UDS,Diagnosis,Software Development,hil"
1904,Full Stack Developer,IT Services & Consulting,Engineering - Software & QA,Full Time Permanent,Software Development,"Plan, build, and deliver end-to-end product features.,Create highly usable and scalable database designs and APIs.,Build interactive, responsive & performant front-end interfaces.,Actively participate in design and code reviews.","Senior Developer,Java,Angularjs,CSS,Express,Data structures,Node.Js,Express.js,Groovy,Software Developer,Front End,UI Development,Javascript,Bootstrap,Software Engineer,React.Js,Web Development,Webpack,D3.Js"
1905,Full Stack Developer,IT Services & Consulting,Engineering - Software & QA,Full Time Permanent,Software Development,"Plan, build, and deliver end-to-end product features.,Create highly usable and scalable database designs and APIs.,Build interactive, responsive & performant front-end interfaces.,Actively participate in design and code reviews.","Senior Developer,mongo,Angularjs,Express,Web Technologies,Node,es6,Node.Js,React,Mern,Full Stack Developer,Software Development,Mean Stack,Software Engineering,babel,Javascript,MongoDB,React.Js,Webpack"
1906,Research & Development - Other,Automobile,Research & Development,Full Time Permanent,Research & Development - Other,"Design & optimize wiring harnesses medium and heavy duty trucks.,Final design & development of WH (including clamping and fixation) through cooperation with stakeholders.,2D creation using Saber,Driving design proposals/solutions cross functionally & secure agreements.,Design for assembly and service ability in close cooperation with GTO and After Market,Realize the Product Structure,Interface to supplier(s) & Supplier Involvement in Product Development (SIPD) management.,Support Purchasing in the request for quotation: evaluation of technical solutions from the different suppliers.,Wiring engineer has to work in close co-operation with multiple stakeholders- suppliers, systems engineering, system and component owners, purchasing, manufacturing and aftermarket.","wiring harness,Creo,schematic"
1907,Front End Developer,IT Services & Consulting,Engineering - Software & QA,Full Time Permanent,Software Development,"Build interactive, responsive & performant front-end interfaces.,Create a highly usable and scalable front-end design system.,Explore and adapt to new technologies like Next.js, Remix, etc.,Collaborate with Product and UX teams to drive the design decisions.,Actively participate in design and code reviews.","JS,Vue,SASS,HTML,Remix,Next.js,React,Angular,CSS3,Stylus"
1908,Technical Lead,Defence & Aerospace,Engineering - Software & QA,Full Time Permanent,Software Development,"Writing, testing, and documenting code for Software development,Provide technical documentation for system, features, and components,Automated unit test for the developed features,Provide thorough unit testing to ensure a quality product is delivered,Support automated end to end testing,Follow and support agile methodologies and practices by actively participating in all SCRUM ceremonies,Expected to improve, enhance, and support existing operations,Designing, building, installing, configuring and supporting production deployments,Implement and maintain security and data privacy best practices,Create scalable and high-performance web services for data tracking,Test prototypes and oversee handover to operational teams,Provide guidance and training to individuals and other functional groups as needed","spring boot,angular,Java Fullstack,aws,sql"
1909,Back End Developer,IT Services & Consulting,Engineering - Software & QA,Full Time Permanent,Software Development,"Collaborate with Managers and other Engineers to help define, scope and implement high-  quality features that solve critical user needs.,Break down requirements into architecture and deliver code, while keeping operational,issues in mind.,The ability to own end-to-end responsibility - right from the requirement to release.,Write clear documentation so that other engineers can jump in and get things done.,Actively participate in design and code reviews.,Help take Tracxn to the next level as a world-class engineering team","datastructure,python,serverside,sse,maven,backenddeveloper,SpringBoot,javascript,redis,seniorsoftware developer,java,kafka,Ansible,Senior developer,machinelearning,mysql,software engineer,software developer,aws,mongodb,springmvc,Elastic Search"
1910,Customer Retention - Voice / Blended,BPO / Call Centre,Customer Success Service & Operations,Full Time Temporary/Contractual,Voice / Blended,"First point of contact for our professionals & customers,Be a product expert, assisting new and existing professionals with any queries that they may have,Taking inbound calls from our professionals and resolving their queries on emails,Successful onboarding of professionals to the platform, getting them to buy their first starter pack credits to get them started (all our sales are warm sales!), soft sales for Elite Pro upgrades,Talk with prospective professionals, discussing the benefits of Bark and how we can help them grow their business,Build sustainable relationships and trust with customer accounts through open and interactive communication,Assisting with the day-to-day team inbox (we use Zendesk & CloudTalk)","Sales Support,Bpo Customer Service,Sales Coordination,communication skills"
1911,Research & Development - Other,Automobile,Research & Development,Full Time Permanent,Research & Development - Other,"Define technical requirements and lead component development activities with the supplier following Volvo GTT processes & guidelines,Maintain the Power electronics module hardware that already in production and develops new one catering to charging roadmap of Volvo Electromobility,He/she will act as interface with cross functional team like system, software etc.,,Support with RFQ, sourcing and supplier selection process,Review supplier design documents and secure RTS,Secure installation requirements,Ensuring solutions are verified and validated against requirements,Be an active member of our agile team working with the JIRA backlog and secure product documentation and release processes,Solve challenges in current products and solve quality issues as needed,Support functional verification and fault tracing in vehicles as well as in rigs and lab environment.","product development,hardware development,electronics,hardware engineering,automotive"
